,gene_id,SNPs,selected_hets,ratio
95,AGAP010415,6,0,0.0
96,AGAP010416,36,1,0.027777777777777776
97,AGAP010417,8,5,0.625
98,AGAP010418,22,7,0.3181818181818182
99,AGAP010419,2,2,1.0
100,AGAP010420,5,1,0.2
101,AGAP010421,6,6,1.0
102,AGAP010422,25,0,0.0
103,AGAP010423,23,14,0.6086956521739131
104,AGAP010426,17,16,0.9411764705882353
105,AGAP010427,23,22,0.9565217391304348
106,AGAP010428,3,3,1.0
107,AGAP010429,25,25,1.0
108,AGAP010430,0,0,
109,AGAP010431,8,0,0.0
110,AGAP010432,2,1,0.5
111,AGAP010433,0,0,
112,AGAP010435,14,0,0.0
113,AGAP010436,3,3,1.0
114,AGAP010437,0,0,
115,AGAP010438,6,0,0.0
116,AGAP010439,3,0,0.0
117,AGAP010440,0,0,
118,AGAP010441,0,0,
119,AGAP010442,41,32,0.7804878048780488
120,AGAP010443,4,4,1.0
121,AGAP010444,13,0,0.0
122,AGAP010445,13,13,1.0
123,AGAP010447,5,5,1.0
124,AGAP010448,0,0,
125,AGAP010449,0,0,
126,AGAP010450,5,5,1.0
127,AGAP010451,12,11,0.9166666666666666
128,AGAP010453,8,5,0.625
129,AGAP010454,4,3,0.75
130,AGAP010455,5,0,0.0
131,AGAP010456,83,5,0.060240963855421686
132,AGAP010457,21,17,0.8095238095238095
133,AGAP010458,8,0,0.0
134,AGAP010459,14,14,1.0
135,AGAP010460,5,3,0.6
136,AGAP010462,35,34,0.9714285714285714
137,AGAP010463,5,3,0.6
138,AGAP010464,3,3,1.0
139,AGAP010465,17,4,0.23529411764705882
140,AGAP010466,14,0,0.0
141,AGAP010467,9,0,0.0
142,AGAP010468,7,0,0.0
143,AGAP010469,0,0,
144,AGAP010470,1,0,0.0
145,AGAP010471,7,0,0.0
146,AGAP010473,13,9,0.6923076923076923
147,AGAP010474,9,7,0.7777777777777778
148,AGAP010475,6,4,0.6666666666666666
149,AGAP010476,14,14,1.0
150,AGAP010477,6,6,1.0
151,AGAP010478,11,8,0.7272727272727273
152,AGAP010479,7,4,0.5714285714285714
153,AGAP010480,36,33,0.9166666666666666
154,AGAP010481,11,1,0.09090909090909091
155,AGAP010482,11,9,0.8181818181818182
156,AGAP010483,0,0,
157,AGAP010484,2,0,0.0
158,AGAP010485,12,0,0.0
159,AGAP010486,30,5,0.16666666666666666
160,AGAP010487,6,0,0.0
161,AGAP010488,11,9,0.8181818181818182
162,AGAP010489,5,0,0.0
163,AGAP010490,42,36,0.8571428571428571
164,AGAP010491,15,14,0.9333333333333333
165,AGAP010492,27,19,0.7037037037037037
166,AGAP010493,13,11,0.8461538461538461
167,AGAP010494,13,13,1.0
168,AGAP010496,11,9,0.8181818181818182
169,AGAP010497,12,4,0.3333333333333333
170,AGAP010498,11,10,0.9090909090909091
171,AGAP010499,13,13,1.0
172,AGAP010500,24,21,0.875
173,AGAP010501,24,24,1.0
174,AGAP010502,4,0,0.0
175,AGAP010503,70,0,0.0
176,AGAP010504,7,0,0.0
177,AGAP010505,3,0,0.0
178,AGAP010506,29,0,0.0
179,AGAP010507,12,0,0.0
180,AGAP010508,13,0,0.0
181,AGAP010509,9,0,0.0
182,AGAP010510,15,0,0.0
183,AGAP010513,17,14,0.8235294117647058
184,AGAP010514,24,24,1.0
185,AGAP010515,3,3,1.0
186,AGAP010516,30,30,1.0
187,AGAP010517,8,6,0.75
188,AGAP010518,37,31,0.8378378378378378
189,AGAP010519,64,52,0.8125
190,AGAP010520,20,9,0.45
191,AGAP010522,0,0,
192,AGAP010524,0,0,
193,AGAP010525,0,0,
194,AGAP010526,0,0,
195,AGAP010527,0,0,
196,AGAP010530,21,0,0.0
197,AGAP010531,13,0,0.0
198,AGAP010532,1,0,0.0
199,AGAP010533,0,0,
200,AGAP010534,14,0,0.0
201,AGAP010535,0,0,
202,AGAP010536,5,5,1.0
203,AGAP010537,7,6,0.8571428571428571
204,AGAP010538,2,2,1.0
205,AGAP010539,5,5,1.0
206,AGAP010540,8,7,0.875
207,AGAP010542,72,16,0.2222222222222222
208,AGAP010543,7,0,0.0
209,AGAP010544,4,4,1.0
210,AGAP010545,48,0,0.0
211,AGAP010548,10,0,0.0
212,AGAP010550,6,0,0.0
213,AGAP010551,85,80,0.9411764705882353
214,AGAP010552,2,2,1.0
215,AGAP010553,7,7,1.0
216,AGAP010554,24,15,0.625
217,AGAP010555,0,0,
218,AGAP010556,5,5,1.0
219,AGAP010557,2,2,1.0
220,AGAP010558,1,1,1.0
221,AGAP010559,4,4,1.0
222,AGAP010562,8,0,0.0
223,AGAP010563,48,0,0.0
224,AGAP010564,4,4,1.0
225,AGAP010565,17,17,1.0
226,AGAP010566,9,4,0.4444444444444444
227,AGAP010567,44,21,0.4772727272727273
228,AGAP010568,7,7,1.0
229,AGAP010569,0,0,
230,AGAP010570,0,0,
231,AGAP010571,29,0,0.0
232,AGAP010572,1,1,1.0
233,AGAP010573,2,1,0.5
234,AGAP010574,3,3,1.0
235,AGAP010575,0,0,
236,AGAP010576,3,3,1.0
237,AGAP010577,3,3,1.0
238,AGAP010580,11,0,0.0
239,AGAP010583,8,0,0.0
240,AGAP010585,40,39,0.975
241,AGAP010586,2,2,1.0
242,AGAP010587,26,15,0.5769230769230769
243,AGAP010588,7,5,0.7142857142857143
244,AGAP010589,3,2,0.6666666666666666
245,AGAP010590,4,3,0.75
246,AGAP010591,2,2,1.0
247,AGAP010592,3,3,1.0
248,AGAP010593,21,20,0.9523809523809523
249,AGAP010594,0,0,
250,AGAP010595,1,0,0.0
251,AGAP010596,1,1,1.0
252,AGAP010597,28,0,0.0
253,AGAP010598,4,0,0.0
254,AGAP010599,51,47,0.9215686274509803
255,AGAP010600,56,37,0.6607142857142857
256,AGAP010601,22,0,0.0
257,AGAP010602,1,0,0.0
258,AGAP010603,0,0,
259,AGAP010604,4,0,0.0
260,AGAP010605,3,0,0.0
261,AGAP010606,17,9,0.5294117647058824
262,AGAP010607,90,31,0.34444444444444444
263,AGAP010608,18,14,0.7777777777777778
264,AGAP010609,21,15,0.7142857142857143
265,AGAP010610,66,61,0.9242424242424242
266,AGAP010611,146,90,0.6164383561643836
267,AGAP010612,1,1,1.0
268,AGAP010613,0,0,
269,AGAP010614,0,0,
270,AGAP010615,0,0,
271,AGAP010616,1,0,0.0
272,AGAP010617,28,0,0.0
273,AGAP010618,21,0,0.0
274,AGAP010619,0,0,
275,AGAP010620,10,0,0.0
276,AGAP010621,10,0,0.0
277,AGAP010622,18,15,0.8333333333333334
278,AGAP010623,9,9,1.0
279,AGAP010624,7,7,1.0
280,AGAP010625,4,4,1.0
281,AGAP010626,32,27,0.84375
282,AGAP010629,23,23,1.0
283,AGAP010634,14,0,0.0
284,AGAP010635,0,0,
285,AGAP010636,3,0,0.0
286,AGAP010637,13,0,0.0
287,AGAP010640,17,0,0.0
288,AGAP010641,32,14,0.4375
289,AGAP010642,13,0,0.0
290,AGAP010643,59,46,0.7796610169491526
291,AGAP010644,8,7,0.875
292,AGAP010645,0,0,
293,AGAP010646,14,0,0.0
294,AGAP010647,2,0,0.0
295,AGAP010648,11,0,0.0
296,AGAP010649,6,0,0.0
297,AGAP010650,5,0,0.0
298,AGAP010651,0,0,
299,AGAP010652,0,0,
300,AGAP010655,66,59,0.8939393939393939
301,AGAP010656,11,11,1.0
302,AGAP010657,6,0,0.0
303,AGAP010658,30,0,0.0
304,AGAP010661,12,0,0.0
305,AGAP010662,56,0,0.0
306,AGAP010663,7,0,0.0
307,AGAP010664,0,0,
308,AGAP010665,0,0,
309,AGAP010666,0,0,
310,AGAP010667,0,0,
311,AGAP010668,0,0,
312,AGAP010669,51,28,0.5490196078431373
313,AGAP010670,22,19,0.8636363636363636
314,AGAP010671,10,10,1.0
315,AGAP010672,7,7,1.0
316,AGAP010673,45,30,0.6666666666666666
317,AGAP010674,0,0,
318,AGAP010675,16,3,0.1875
319,AGAP010676,39,19,0.48717948717948717
320,AGAP010677,19,16,0.8421052631578947
321,AGAP010678,21,17,0.8095238095238095
322,AGAP010679,9,9,1.0
323,AGAP010680,36,24,0.6666666666666666
324,AGAP010681,12,11,0.9166666666666666
325,AGAP010682,6,6,1.0
326,AGAP010684,7,7,1.0
327,AGAP010685,20,17,0.85
328,AGAP010686,89,89,1.0
329,AGAP010687,20,16,0.8
330,AGAP010690,5,5,1.0
331,AGAP010691,17,17,1.0
332,AGAP010693,13,13,1.0
333,AGAP010694,23,0,0.0
334,AGAP010695,18,0,0.0
335,AGAP010696,11,9,0.8181818181818182
336,AGAP010697,86,82,0.9534883720930233
337,AGAP010698,13,12,0.9230769230769231
338,AGAP010699,7,6,0.8571428571428571
339,AGAP010700,27,27,1.0
340,AGAP010702,23,22,0.9565217391304348
341,AGAP010703,3,2,0.6666666666666666
342,AGAP010705,1,0,0.0
343,AGAP010706,19,0,0.0
344,AGAP010707,0,0,
345,AGAP010708,5,0,0.0
346,AGAP010709,0,0,
347,AGAP010710,64,48,0.75
348,AGAP010711,8,8,1.0
349,AGAP010712,5,5,1.0
350,AGAP010713,14,14,1.0
351,AGAP010714,8,7,0.875
352,AGAP010715,71,55,0.7746478873239436
353,AGAP010716,12,5,0.4166666666666667
354,AGAP010717,11,0,0.0
355,AGAP010718,8,4,0.5
356,AGAP010719,20,14,0.7
357,AGAP010720,16,16,1.0
358,AGAP010721,1,1,1.0
359,AGAP010722,24,24,1.0
360,AGAP010723,10,10,1.0
361,AGAP010724,5,0,0.0
362,AGAP010727,21,18,0.8571428571428571
363,AGAP010728,12,11,0.9166666666666666
364,AGAP010729,15,4,0.26666666666666666
365,AGAP010730,7,3,0.42857142857142855
366,AGAP010731,4,0,0.0
367,AGAP010732,31,25,0.8064516129032258
368,AGAP010733,11,6,0.5454545454545454
369,AGAP010734,12,4,0.3333333333333333
370,AGAP010736,10,7,0.7
371,AGAP010737,35,35,1.0
372,AGAP010738,6,5,0.8333333333333334
373,AGAP010739,8,1,0.125
374,AGAP010740,1,0,0.0
375,AGAP010741,0,0,
376,AGAP010744,0,0,
377,AGAP010747,0,0,
378,AGAP010749,0,0,
379,AGAP010750,80,0,0.0
380,AGAP010751,28,27,0.9642857142857143
381,AGAP010752,15,6,0.4
382,AGAP010755,6,4,0.6666666666666666
383,AGAP010756,15,15,1.0
384,AGAP010757,51,50,0.9803921568627451
385,AGAP010759,0,0,
386,AGAP010760,5,0,0.0
387,AGAP010761,3,0,0.0
388,AGAP010763,0,0,
389,AGAP010764,6,0,0.0
390,AGAP010765,0,0,
391,AGAP010766,18,0,0.0
392,AGAP010767,60,42,0.7
393,AGAP010768,4,1,0.25
394,AGAP010769,10,7,0.7
395,AGAP010770,19,19,1.0
396,AGAP010771,6,0,0.0
397,AGAP010772,6,0,0.0
398,AGAP010773,0,0,
399,AGAP010774,4,0,0.0
400,AGAP010775,1,0,0.0
401,AGAP010776,29,0,0.0
402,AGAP010777,26,0,0.0
403,AGAP010780,3,0,0.0
404,AGAP010782,29,29,1.0
405,AGAP010783,6,0,0.0
406,AGAP010784,42,0,0.0
407,AGAP010785,6,0,0.0
408,AGAP010786,10,0,0.0
409,AGAP010787,16,15,0.9375
410,AGAP010789,16,16,1.0
411,AGAP010790,143,4,0.027972027972027972
412,AGAP010791,24,23,0.9583333333333334
413,AGAP010792,3,3,1.0
414,AGAP010793,22,22,1.0
415,AGAP010794,26,0,0.0
416,AGAP010798,4,0,0.0
417,AGAP010799,5,0,0.0
418,AGAP010800,61,52,0.8524590163934426
419,AGAP010801,26,26,1.0
420,AGAP010802,13,4,0.3076923076923077
421,AGAP010803,21,13,0.6190476190476191
422,AGAP010804,0,0,
423,AGAP010805,106,49,0.46226415094339623
424,AGAP010806,40,6,0.15
425,AGAP010807,13,12,0.9230769230769231
426,AGAP010808,23,0,0.0
427,AGAP010809,1,0,0.0
428,AGAP010810,14,0,0.0
429,AGAP010811,8,0,0.0
430,AGAP010812,53,0,0.0
431,AGAP010813,7,0,0.0
432,AGAP010814,27,0,0.0
433,AGAP010815,61,0,0.0
434,AGAP010816,9,0,0.0
435,AGAP010817,66,31,0.4696969696969697
436,AGAP010818,64,0,0.0
437,AGAP010819,56,0,0.0
438,AGAP010820,2,1,0.5
439,AGAP010821,32,30,0.9375
440,AGAP010822,8,0,0.0
441,AGAP010825,18,0,0.0
442,AGAP010826,13,9,0.6923076923076923
443,AGAP010827,0,0,
444,AGAP010828,1,1,1.0
445,AGAP010829,17,7,0.4117647058823529
446,AGAP010830,60,0,0.0
447,AGAP010831,27,0,0.0
448,AGAP010832,7,0,0.0
449,AGAP010833,10,0,0.0
450,AGAP010834,7,6,0.8571428571428571
451,AGAP010835,3,0,0.0
452,AGAP010836,7,3,0.42857142857142855
453,AGAP010837,14,12,0.8571428571428571
454,AGAP010841,63,15,0.23809523809523808
455,AGAP010842,17,15,0.8823529411764706
456,AGAP010843,16,16,1.0
457,AGAP010844,7,0,0.0
458,AGAP010845,18,0,0.0
459,AGAP010846,20,0,0.0
460,AGAP010847,4,0,0.0
461,AGAP010848,11,0,0.0
462,AGAP010849,4,0,0.0
463,AGAP010850,8,0,0.0
464,AGAP010851,34,0,0.0
465,AGAP010854,27,0,0.0
466,AGAP010855,19,4,0.21052631578947367
467,AGAP010856,14,0,0.0
468,AGAP010857,31,9,0.2903225806451613
469,AGAP010860,47,0,0.0
470,AGAP010863,39,33,0.8461538461538461
471,AGAP010865,25,0,0.0
472,AGAP010866,6,6,1.0
473,AGAP010867,32,8,0.25
474,AGAP010868,0,0,
475,AGAP010869,16,0,0.0
476,AGAP010870,30,13,0.43333333333333335
477,AGAP010871,9,9,1.0
478,AGAP010872,70,50,0.7142857142857143
479,AGAP010873,3,1,0.3333333333333333
480,AGAP010874,66,57,0.8636363636363636
481,AGAP010875,11,9,0.8181818181818182
482,AGAP010876,36,27,0.75
483,AGAP010877,42,18,0.42857142857142855
484,AGAP010878,13,0,0.0
485,AGAP010879,7,0,0.0
486,AGAP010882,21,14,0.6666666666666666
487,AGAP010883,45,43,0.9555555555555556
488,AGAP010884,89,56,0.6292134831460674
489,AGAP010885,29,0,0.0
490,AGAP010886,95,0,0.0
491,AGAP010887,4,0,0.0
492,AGAP010888,0,0,
493,AGAP010891,82,31,0.3780487804878049
494,AGAP010892,25,0,0.0
495,AGAP010893,69,43,0.6231884057971014
496,AGAP010894,34,31,0.9117647058823529
497,AGAP010895,132,50,0.3787878787878788
498,AGAP010898,24,2,0.08333333333333333
499,AGAP010899,21,0,0.0
500,AGAP010900,0,0,
501,AGAP010901,0,0,
502,AGAP010902,8,0,0.0
503,AGAP010903,0,0,
504,AGAP010904,0,0,
505,AGAP010905,0,0,
506,AGAP010906,1,0,0.0
507,AGAP010907,2,0,0.0
508,AGAP010908,0,0,
509,AGAP010909,72,23,0.3194444444444444
510,AGAP010910,13,13,1.0
511,AGAP010914,0,0,
512,AGAP010917,23,17,0.7391304347826086
513,AGAP010918,14,9,0.6428571428571429
514,AGAP010919,35,1,0.02857142857142857
515,AGAP010920,5,0,0.0
516,AGAP010921,0,0,
517,AGAP010922,47,0,0.0
518,AGAP010924,29,24,0.8275862068965517
519,AGAP010925,24,19,0.7916666666666666
520,AGAP010926,35,0,0.0
521,AGAP010927,0,0,
522,AGAP010928,6,0,0.0
523,AGAP010929,26,16,0.6153846153846154
524,AGAP010930,12,0,0.0
525,AGAP010931,112,0,0.0
526,AGAP010932,19,9,0.47368421052631576
527,AGAP010933,2,2,1.0
528,AGAP010934,79,14,0.17721518987341772
529,AGAP010935,25,11,0.44
530,AGAP010936,7,3,0.42857142857142855
531,AGAP010937,23,22,0.9565217391304348
532,AGAP010938,69,11,0.15942028985507245
533,AGAP010939,18,10,0.5555555555555556
534,AGAP010940,26,3,0.11538461538461539
535,AGAP010941,14,10,0.7142857142857143
536,AGAP010943,17,0,0.0
537,AGAP010944,0,0,
538,AGAP010945,0,0,
539,AGAP010946,0,0,
540,AGAP010947,0,0,
541,AGAP010949,0,0,
542,AGAP010950,0,0,
543,AGAP010952,0,0,
544,AGAP010953,0,0,
545,AGAP010954,102,40,0.39215686274509803
546,AGAP010955,4,0,0.0
547,AGAP010956,51,40,0.7843137254901961
548,AGAP010957,3,3,1.0
549,AGAP010959,14,8,0.5714285714285714
550,AGAP010960,20,16,0.8
551,AGAP010961,12,7,0.5833333333333334
552,AGAP010962,3,0,0.0
553,AGAP010963,0,0,
554,AGAP010964,2,1,0.5
555,AGAP010965,9,5,0.5555555555555556
556,AGAP010966,18,0,0.0
557,AGAP010968,19,0,0.0
558,AGAP010969,43,38,0.8837209302325582
559,AGAP010970,110,43,0.39090909090909093
560,AGAP010971,3,0,0.0
561,AGAP010972,23,19,0.8260869565217391
562,AGAP010973,43,0,0.0
563,AGAP010974,25,23,0.92
564,AGAP010975,22,0,0.0
565,AGAP010978,14,13,0.9285714285714286
566,AGAP010980,0,0,
567,AGAP010981,73,70,0.958904109589041
568,AGAP010982,24,22,0.9166666666666666
569,AGAP010983,22,10,0.45454545454545453
570,AGAP010984,1,0,0.0
571,AGAP010985,31,27,0.8709677419354839
572,AGAP010988,0,0,
573,AGAP010989,7,2,0.2857142857142857
574,AGAP010990,17,0,0.0
575,AGAP010991,24,0,0.0
576,AGAP010992,23,0,0.0
577,AGAP010993,8,0,0.0
578,AGAP010994,21,0,0.0
579,AGAP010995,22,0,0.0
580,AGAP010996,7,0,0.0
581,AGAP010997,10,0,0.0
582,AGAP010998,8,0,0.0
583,AGAP010999,7,0,0.0
584,AGAP011000,10,0,0.0
585,AGAP011001,10,0,0.0
586,AGAP011002,12,0,0.0
587,AGAP011003,0,0,
588,AGAP011004,0,0,
589,AGAP011005,0,0,
590,AGAP011006,2,0,0.0
591,AGAP011007,5,0,0.0
592,AGAP011008,16,3,0.1875
593,AGAP011009,8,0,0.0
594,AGAP011010,22,0,0.0
595,AGAP011011,0,0,
596,AGAP011012,11,0,0.0
597,AGAP011013,0,0,
598,AGAP011014,2,0,0.0
599,AGAP011015,1,0,0.0
600,AGAP011016,8,0,0.0
601,AGAP011017,9,0,0.0
602,AGAP011018,10,0,0.0
603,AGAP011019,8,0,0.0
604,AGAP011020,2,0,0.0
605,AGAP011021,1,0,0.0
606,AGAP011022,6,0,0.0
607,AGAP011023,22,0,0.0
608,AGAP011024,12,0,0.0
609,AGAP011025,0,0,
610,AGAP011026,0,0,
611,AGAP011027,2,0,0.0
612,AGAP011028,3,0,0.0
613,AGAP011029,16,0,0.0
614,AGAP011030,122,68,0.5573770491803278
615,AGAP011031,26,0,0.0
616,AGAP011032,5,0,0.0
617,AGAP011033,23,0,0.0
618,AGAP011034,53,0,0.0
619,AGAP011035,9,6,0.6666666666666666
620,AGAP011036,23,20,0.8695652173913043
621,AGAP011037,13,0,0.0
622,AGAP011038,27,2,0.07407407407407407
623,AGAP011039,11,0,0.0
624,AGAP011041,8,4,0.5
625,AGAP011044,17,12,0.7058823529411765
626,AGAP011045,19,3,0.15789473684210525
627,AGAP011046,15,0,0.0
628,AGAP011047,12,0,0.0
629,AGAP011048,0,0,
630,AGAP011049,29,1,0.034482758620689655
631,AGAP011050,8,8,1.0
632,AGAP011051,1,0,0.0
633,AGAP011053,7,6,0.8571428571428571
634,AGAP011054,12,7,0.5833333333333334
635,AGAP011055,23,20,0.8695652173913043
636,AGAP011056,10,6,0.6
637,AGAP011057,1,1,1.0
638,AGAP011058,36,22,0.6111111111111112
639,AGAP011059,2,2,1.0
640,AGAP011060,15,9,0.6
641,AGAP011061,7,5,0.7142857142857143
642,AGAP011062,21,0,0.0
643,AGAP011063,2,0,0.0
644,AGAP011064,3,3,1.0
645,AGAP011065,9,0,0.0
646,AGAP011066,5,0,0.0
647,AGAP011067,9,0,0.0
648,AGAP011068,4,0,0.0
649,AGAP011069,32,0,0.0
650,AGAP011070,119,86,0.7226890756302521
651,AGAP011071,0,0,
652,AGAP011072,3,1,0.3333333333333333
653,AGAP011073,0,0,
654,AGAP011076,3,2,0.6666666666666666
655,AGAP011077,2,2,1.0
656,AGAP011078,8,0,0.0
657,AGAP011079,9,9,1.0
658,AGAP011080,13,11,0.8461538461538461
659,AGAP011081,1,1,1.0
660,AGAP011084,26,22,0.8461538461538461
661,AGAP011085,86,64,0.7441860465116279
662,AGAP011086,11,10,0.9090909090909091
663,AGAP011087,64,0,0.0
664,AGAP011091,19,0,0.0
665,AGAP011092,83,31,0.37349397590361444
666,AGAP011093,38,28,0.7368421052631579
667,AGAP011094,64,0,0.0
668,AGAP011095,65,0,0.0
669,AGAP011096,38,0,0.0
670,AGAP011097,79,0,0.0
671,AGAP011098,9,0,0.0
672,AGAP011099,44,0,0.0
673,AGAP011100,9,0,0.0
674,AGAP011101,7,0,0.0
675,AGAP011102,3,0,0.0
676,AGAP011103,11,0,0.0
677,AGAP011104,11,0,0.0
678,AGAP011105,13,11,0.8461538461538461
679,AGAP011106,4,3,0.75
680,AGAP011107,3,0,0.0
681,AGAP011108,9,8,0.8888888888888888
682,AGAP011109,43,33,0.7674418604651163
683,AGAP011110,4,4,1.0
684,AGAP011111,8,4,0.5
685,AGAP011113,19,0,0.0
686,AGAP011114,5,4,0.8
687,AGAP011115,13,11,0.8461538461538461
688,AGAP011116,18,0,0.0
689,AGAP011117,5,0,0.0
690,AGAP011118,42,22,0.5238095238095238
691,AGAP011119,8,3,0.375
692,AGAP011120,2,0,0.0
693,AGAP011121,0,0,
694,AGAP011122,34,12,0.35294117647058826
695,AGAP011123,36,33,0.9166666666666666
696,AGAP011125,16,2,0.125
697,AGAP011126,6,5,0.8333333333333334
698,AGAP011127,53,30,0.5660377358490566
699,AGAP011130,0,0,
700,AGAP011131,0,0,
701,AGAP011132,0,0,
702,AGAP011133,0,0,
703,AGAP011134,5,0,0.0
704,AGAP011135,1,0,0.0
705,AGAP011136,0,0,
706,AGAP011137,2,2,1.0
707,AGAP011138,4,0,0.0
708,AGAP011139,2,2,1.0
709,AGAP011140,0,0,
710,AGAP011141,0,0,
711,AGAP011142,1,0,0.0
712,AGAP011143,3,0,0.0
713,AGAP011144,0,0,
714,AGAP011145,0,0,
715,AGAP011146,1,1,1.0
716,AGAP011147,0,0,
717,AGAP011148,1,0,0.0
718,AGAP011149,2,2,1.0
719,AGAP011150,1,1,1.0
720,AGAP011153,1,0,0.0
721,AGAP011154,0,0,
722,AGAP011155,1,0,0.0
723,AGAP011156,1,0,0.0
724,AGAP011157,0,0,
725,AGAP011158,0,0,
726,AGAP011159,0,0,
727,AGAP011160,0,0,
728,AGAP011161,0,0,
729,AGAP011162,2,1,0.5
730,AGAP011163,0,0,
731,AGAP011164,0,0,
732,AGAP011165,0,0,
733,AGAP011166,0,0,
734,AGAP011167,0,0,
735,AGAP011168,0,0,
736,AGAP011169,0,0,
737,AGAP011170,0,0,
738,AGAP011171,4,0,0.0
739,AGAP011172,1,1,1.0
740,AGAP011173,0,0,
741,AGAP011174,2,2,1.0
742,AGAP011177,1,1,1.0
743,AGAP011178,0,0,
744,AGAP011179,1,0,0.0
745,AGAP011180,0,0,
746,AGAP011181,0,0,
747,AGAP011182,0,0,
748,AGAP011183,1,1,1.0
749,AGAP011184,1,1,1.0
750,AGAP011185,7,0,0.0
751,AGAP011186,3,0,0.0
752,AGAP011187,1,0,0.0
753,AGAP011188,1,0,0.0
754,AGAP011189,0,0,
755,AGAP011190,0,0,
756,AGAP011191,0,0,
757,AGAP011192,5,5,1.0
758,AGAP011193,0,0,
759,AGAP011194,4,0,0.0
760,AGAP011195,5,0,0.0
761,AGAP011196,0,0,
762,AGAP011197,3,0,0.0
763,AGAP011198,0,0,
764,AGAP011199,1,1,1.0
765,AGAP011202,0,0,
766,AGAP011203,0,0,
767,AGAP011204,0,0,
768,AGAP011205,2,0,0.0
769,AGAP011210,0,0,
770,AGAP011211,0,0,
771,AGAP011212,0,0,
772,AGAP011215,0,0,
773,AGAP011216,0,0,
774,AGAP011217,1,1,1.0
775,AGAP011218,0,0,
776,AGAP011219,0,0,
777,AGAP011220,0,0,
778,AGAP011221,0,0,
779,AGAP011222,1,0,0.0
780,AGAP011223,2,0,0.0
781,AGAP011224,7,0,0.0
782,AGAP011225,0,0,
783,AGAP011226,0,0,
784,AGAP011227,6,0,0.0
785,AGAP011228,4,0,0.0
