,gene_id,SNPs,selected_hets,ratio
305,AGAP001435,3,0,0.0
306,AGAP001438,2,0,0.0
307,AGAP001439,0,0,
308,AGAP001440,0,0,
309,AGAP001441,1,0,0.0
310,AGAP001442,1,0,0.0
311,AGAP001443,6,0,0.0
312,AGAP001444,1,0,0.0
313,AGAP001445,1,0,0.0
314,AGAP001446,2,0,0.0
315,AGAP001447,0,0,
316,AGAP001448,0,0,
317,AGAP001449,1,0,0.0
318,AGAP001450,0,0,
319,AGAP001451,2,0,0.0
320,AGAP001452,4,0,0.0
321,AGAP001453,5,0,0.0
322,AGAP001454,0,0,
323,AGAP001455,15,0,0.0
324,AGAP001458,2,0,0.0
325,AGAP001459,0,0,
326,AGAP001460,1,0,0.0
327,AGAP001461,1,0,0.0
328,AGAP001462,3,0,0.0
329,AGAP001463,4,0,0.0
330,AGAP001464,4,0,0.0
331,AGAP001468,6,0,0.0
332,AGAP001469,1,0,0.0
333,AGAP001470,1,0,0.0
334,AGAP001471,0,0,
335,AGAP001472,7,0,0.0
336,AGAP001473,0,0,
337,AGAP001474,0,0,
338,AGAP001475,7,0,0.0
339,AGAP001476,0,0,
340,AGAP001477,1,0,0.0
341,AGAP001478,1,0,0.0
342,AGAP001480,1,0,0.0
343,AGAP001481,0,0,
344,AGAP001482,0,0,
345,AGAP001483,0,0,
346,AGAP001484,0,0,
347,AGAP001485,0,0,
348,AGAP001486,7,0,0.0
349,AGAP001487,0,0,
350,AGAP001488,2,0,0.0
351,AGAP001490,4,0,0.0
352,AGAP001491,2,0,0.0
353,AGAP001492,4,0,0.0
354,AGAP001495,3,0,0.0
355,AGAP001496,15,0,0.0
356,AGAP001497,8,0,0.0
357,AGAP001498,12,0,0.0
358,AGAP001499,24,0,0.0
359,AGAP001500,22,0,0.0
360,AGAP001501,7,0,0.0
361,AGAP001502,10,0,0.0
362,AGAP001503,14,0,0.0
363,AGAP001504,9,0,0.0
364,AGAP001505,14,0,0.0
365,AGAP001506,7,0,0.0
366,AGAP001507,11,0,0.0
367,AGAP001508,5,0,0.0
368,AGAP001509,4,0,0.0
369,AGAP001510,3,0,0.0
370,AGAP001511,9,0,0.0
371,AGAP001512,28,0,0.0
372,AGAP001513,6,0,0.0
373,AGAP001514,8,0,0.0
374,AGAP001515,14,0,0.0
375,AGAP001518,28,0,0.0
376,AGAP001519,38,0,0.0
377,AGAP001520,14,0,0.0
378,AGAP001521,3,0,0.0
379,AGAP001522,6,0,0.0
380,AGAP001523,8,0,0.0
381,AGAP001524,0,0,
382,AGAP001525,6,0,0.0
383,AGAP001526,6,0,0.0
384,AGAP001527,4,0,0.0
385,AGAP001528,0,0,
386,AGAP001529,1,0,0.0
387,AGAP001530,3,0,0.0
388,AGAP001531,2,0,0.0
389,AGAP001533,40,0,0.0
390,AGAP001534,29,0,0.0
391,AGAP001535,80,0,0.0
392,AGAP001536,44,0,0.0
393,AGAP001537,9,0,0.0
394,AGAP001538,5,0,0.0
395,AGAP001539,0,0,
396,AGAP001543,1,0,0.0
397,AGAP001544,7,0,0.0
398,AGAP001545,5,0,0.0
399,AGAP001546,6,0,0.0
400,AGAP001547,0,0,
401,AGAP001548,5,0,0.0
402,AGAP001549,14,0,0.0
403,AGAP001550,9,0,0.0
404,AGAP001551,2,0,0.0
405,AGAP001552,18,0,0.0
406,AGAP001553,1,0,0.0
407,AGAP001554,3,0,0.0
408,AGAP001555,1,0,0.0
409,AGAP001556,1,0,0.0
410,AGAP001557,8,0,0.0
411,AGAP001558,5,0,0.0
412,AGAP001559,1,0,0.0
413,AGAP001560,0,0,
414,AGAP001561,0,0,
415,AGAP001562,6,0,0.0
416,AGAP001563,2,0,0.0
417,AGAP001564,12,0,0.0
418,AGAP001565,0,0,
419,AGAP001566,9,0,0.0
420,AGAP001567,0,0,
421,AGAP001568,4,0,0.0
422,AGAP001569,0,0,
423,AGAP001570,9,0,0.0
424,AGAP001572,0,0,
425,AGAP001573,0,0,
426,AGAP001581,0,0,
427,AGAP001582,10,0,0.0
428,AGAP001583,2,0,0.0
429,AGAP001584,0,0,
430,AGAP001585,0,0,
431,AGAP001586,0,0,
432,AGAP001587,0,0,
433,AGAP001588,0,0,
434,AGAP001589,0,0,
435,AGAP001590,0,0,
436,AGAP001591,3,0,0.0
437,AGAP001592,0,0,
438,AGAP001593,0,0,
439,AGAP001594,0,0,
440,AGAP001595,0,0,
441,AGAP001596,0,0,
442,AGAP001597,6,0,0.0
443,AGAP001598,0,0,
444,AGAP001599,0,0,
445,AGAP001600,11,0,0.0
446,AGAP001601,5,0,0.0
447,AGAP001602,4,0,0.0
448,AGAP001603,0,0,
449,AGAP001604,8,0,0.0
450,AGAP001605,0,0,
451,AGAP001606,11,0,0.0
452,AGAP001608,3,0,0.0
453,AGAP001609,2,0,0.0
454,AGAP001610,0,0,
455,AGAP001611,0,0,
456,AGAP001612,2,0,0.0
457,AGAP001613,0,0,
458,AGAP001614,0,0,
459,AGAP001615,0,0,
460,AGAP001616,0,0,
461,AGAP001617,0,0,
462,AGAP001618,7,0,0.0
463,AGAP001619,13,0,0.0
464,AGAP001620,2,0,0.0
465,AGAP001621,0,0,
466,AGAP001622,0,0,
467,AGAP001623,4,0,0.0
468,AGAP001624,1,0,0.0
469,AGAP001625,9,0,0.0
470,AGAP001626,0,0,
471,AGAP001627,1,0,0.0
472,AGAP001628,2,0,0.0
473,AGAP001629,0,0,
474,AGAP001630,1,0,0.0
475,AGAP001631,0,0,
476,AGAP001632,1,0,0.0
477,AGAP001633,6,0,0.0
478,AGAP001634,5,0,0.0
479,AGAP001635,7,0,0.0
480,AGAP001636,1,0,0.0
481,AGAP001637,0,0,
482,AGAP001638,0,0,
483,AGAP001639,2,0,0.0
484,AGAP001640,3,0,0.0
485,AGAP001643,5,0,0.0
486,AGAP001644,1,0,0.0
487,AGAP001645,1,0,0.0
488,AGAP001646,4,0,0.0
489,AGAP001647,0,0,
490,AGAP001648,7,0,0.0
491,AGAP001649,2,0,0.0
492,AGAP001650,2,0,0.0
493,AGAP001651,1,0,0.0
494,AGAP001652,0,0,
495,AGAP001653,2,0,0.0
496,AGAP001654,0,0,
497,AGAP001655,2,0,0.0
498,AGAP001656,4,0,0.0
499,AGAP001657,0,0,
500,AGAP001658,0,0,
501,AGAP001659,2,0,0.0
502,AGAP001660,9,0,0.0
503,AGAP001661,4,0,0.0
504,AGAP001662,9,0,0.0
505,AGAP001664,0,0,
506,AGAP001665,0,0,
507,AGAP001666,0,0,
508,AGAP001667,0,0,
509,AGAP001668,0,0,
510,AGAP001669,0,0,
511,AGAP001670,0,0,
512,AGAP001671,3,0,0.0
513,AGAP001672,41,0,0.0
514,AGAP001674,8,0,0.0
515,AGAP001675,7,0,0.0
516,AGAP001676,1,0,0.0
517,AGAP001677,17,0,0.0
518,AGAP001680,0,0,
519,AGAP001681,0,0,
520,AGAP001682,0,0,
521,AGAP001683,0,0,
522,AGAP001684,0,0,
523,AGAP001685,0,0,
524,AGAP001686,0,0,
525,AGAP001687,0,0,
526,AGAP001688,0,0,
527,AGAP001690,0,0,
528,AGAP001694,0,0,
529,AGAP001695,0,0,
530,AGAP001696,6,0,0.0
531,AGAP001697,0,0,
532,AGAP001698,1,0,0.0
533,AGAP001699,0,0,
534,AGAP001700,1,0,0.0
535,AGAP001701,0,0,
536,AGAP001702,0,0,
537,AGAP001703,0,0,
538,AGAP001704,0,0,
539,AGAP001705,0,0,
540,AGAP001706,0,0,
541,AGAP001707,0,0,
542,AGAP001708,0,0,
543,AGAP001710,0,0,
544,AGAP001711,0,0,
545,AGAP001712,0,0,
546,AGAP001713,0,0,
547,AGAP001714,0,0,
548,AGAP001715,0,0,
549,AGAP001716,0,0,
550,AGAP001717,0,0,
551,AGAP001718,0,0,
552,AGAP001719,0,0,
553,AGAP001720,0,0,
554,AGAP001721,0,0,
555,AGAP001722,2,0,0.0
556,AGAP001723,1,0,0.0
557,AGAP001724,3,0,0.0
558,AGAP001725,2,0,0.0
559,AGAP001726,1,0,0.0
560,AGAP001727,1,0,0.0
561,AGAP001728,0,0,
562,AGAP001729,0,0,
563,AGAP001730,0,0,
564,AGAP001731,3,0,0.0
565,AGAP001732,1,0,0.0
566,AGAP001733,0,0,
567,AGAP001734,1,0,0.0
568,AGAP001735,0,0,
569,AGAP001736,0,0,
570,AGAP001737,0,0,
571,AGAP001738,0,0,
572,AGAP001740,0,0,
573,AGAP001741,0,0,
574,AGAP001742,0,0,
575,AGAP001743,0,0,
576,AGAP001744,0,0,
577,AGAP001745,0,0,
578,AGAP001746,0,0,
579,AGAP001747,1,0,0.0
580,AGAP001748,0,0,
581,AGAP001749,1,0,0.0
582,AGAP001750,0,0,
583,AGAP001751,0,0,
584,AGAP001752,2,0,0.0
585,AGAP001753,0,0,
586,AGAP001754,1,0,0.0
587,AGAP001756,0,0,
588,AGAP001757,2,0,0.0
589,AGAP001759,2,0,0.0
590,AGAP001760,0,0,
591,AGAP001761,0,0,
592,AGAP001762,1,0,0.0
593,AGAP001763,0,0,
594,AGAP001764,0,0,
595,AGAP001765,4,0,0.0
596,AGAP001766,0,0,
597,AGAP001767,0,0,
598,AGAP001768,0,0,
599,AGAP001769,0,0,
600,AGAP001773,0,0,
601,AGAP001774,0,0,
602,AGAP001775,0,0,
603,AGAP001776,0,0,
604,AGAP001777,0,0,
605,AGAP001778,0,0,
606,AGAP001779,0,0,
607,AGAP001780,0,0,
608,AGAP001781,0,0,
609,AGAP001782,0,0,
610,AGAP001783,0,0,
611,AGAP001786,0,0,
612,AGAP001787,3,0,0.0
613,AGAP001788,0,0,
614,AGAP001789,0,0,
615,AGAP001790,0,0,
616,AGAP001791,0,0,
617,AGAP001792,0,0,
618,AGAP001793,0,0,
619,AGAP001794,0,0,
620,AGAP001795,0,0,
621,AGAP001796,0,0,
622,AGAP001797,0,0,
623,AGAP001798,0,0,
624,AGAP001799,0,0,
625,AGAP001800,0,0,
626,AGAP001801,0,0,
627,AGAP001802,0,0,
628,AGAP001803,0,0,
629,AGAP001804,0,0,
630,AGAP001805,0,0,
631,AGAP001806,0,0,
632,AGAP001807,0,0,
633,AGAP001809,0,0,
634,AGAP001810,0,0,
635,AGAP001811,0,0,
636,AGAP001812,0,0,
637,AGAP001813,0,0,
638,AGAP001814,0,0,
639,AGAP001815,0,0,
640,AGAP001816,0,0,
641,AGAP001817,0,0,
642,AGAP001818,0,0,
643,AGAP001819,0,0,
644,AGAP001820,0,0,
645,AGAP001821,0,0,
646,AGAP001822,0,0,
647,AGAP001823,0,0,
648,AGAP001824,0,0,
649,AGAP001825,0,0,
650,AGAP001826,0,0,
651,AGAP001827,4,0,0.0
652,AGAP001828,26,0,0.0
653,AGAP001829,0,0,
654,AGAP001830,0,0,
655,AGAP001831,0,0,
656,AGAP001832,0,0,
657,AGAP001833,0,0,
658,AGAP001834,0,0,
659,AGAP001835,0,0,
660,AGAP001836,0,0,
661,AGAP001837,0,0,
662,AGAP001838,0,0,
663,AGAP001839,0,0,
664,AGAP001840,0,0,
665,AGAP001841,0,0,
666,AGAP001842,0,0,
667,AGAP001843,0,0,
668,AGAP001844,0,0,
669,AGAP001845,0,0,
670,AGAP001846,0,0,
671,AGAP001847,0,0,
672,AGAP001848,0,0,
673,AGAP001849,0,0,
674,AGAP001850,0,0,
675,AGAP001851,0,0,
676,AGAP001852,0,0,
677,AGAP001853,0,0,
678,AGAP001854,9,0,0.0
679,AGAP001856,28,0,0.0
680,AGAP001859,2,0,0.0
681,AGAP001861,2,0,0.0
682,AGAP001862,3,0,0.0
683,AGAP001863,0,0,
684,AGAP001864,0,0,
685,AGAP001865,0,0,
686,AGAP001866,0,0,
687,AGAP001867,0,0,
688,AGAP001870,0,0,
689,AGAP001871,3,0,0.0
690,AGAP001872,0,0,
691,AGAP001873,2,0,0.0
692,AGAP001874,0,0,
693,AGAP001877,9,0,0.0
694,AGAP001878,1,0,0.0
695,AGAP001879,2,0,0.0
696,AGAP001880,1,0,0.0
697,AGAP001881,0,0,
698,AGAP001882,0,0,
699,AGAP001883,1,0,0.0
700,AGAP001884,0,0,
701,AGAP001885,1,0,0.0
702,AGAP001886,0,0,
703,AGAP001887,0,0,
704,AGAP001888,2,0,0.0
705,AGAP001889,0,0,
706,AGAP001890,0,0,
707,AGAP001891,1,0,0.0
708,AGAP001892,0,0,
709,AGAP001893,1,0,0.0
710,AGAP001894,0,0,
711,AGAP001895,0,0,
712,AGAP001896,0,0,
713,AGAP001897,0,0,
714,AGAP001898,0,0,
715,AGAP001899,0,0,
716,AGAP001900,1,0,0.0
717,AGAP001901,0,0,
718,AGAP001902,0,0,
719,AGAP001903,0,0,
720,AGAP001905,4,0,0.0
721,AGAP001907,1,0,0.0
722,AGAP001908,1,0,0.0
723,AGAP001909,3,0,0.0
724,AGAP001910,0,0,
725,AGAP001911,0,0,
726,AGAP001912,0,0,
727,AGAP001913,0,0,
728,AGAP001914,0,0,
729,AGAP001915,1,0,0.0
730,AGAP001916,4,0,0.0
731,AGAP001917,0,0,
732,AGAP001918,1,0,0.0
733,AGAP001919,3,0,0.0
734,AGAP001920,0,0,
735,AGAP001921,0,0,
736,AGAP001922,0,0,
737,AGAP001923,7,0,0.0
738,AGAP001924,3,0,0.0
739,AGAP001925,9,0,0.0
740,AGAP001928,4,0,0.0
741,AGAP001929,8,0,0.0
742,AGAP001930,5,0,0.0
743,AGAP001931,2,0,0.0
744,AGAP001932,2,0,0.0
745,AGAP001933,7,0,0.0
746,AGAP001934,3,0,0.0
747,AGAP001935,23,0,0.0
748,AGAP001936,7,0,0.0
749,AGAP001937,2,0,0.0
750,AGAP001938,5,0,0.0
751,AGAP001939,7,0,0.0
752,AGAP001940,4,0,0.0
753,AGAP001941,13,0,0.0
754,AGAP001942,4,0,0.0
755,AGAP001943,14,0,0.0
756,AGAP001944,2,0,0.0
757,AGAP001945,8,0,0.0
758,AGAP001946,5,0,0.0
759,AGAP001947,17,0,0.0
760,AGAP001948,4,0,0.0
761,AGAP001949,26,0,0.0
762,AGAP001950,6,0,0.0
763,AGAP001951,4,0,0.0
764,AGAP001952,5,0,0.0
765,AGAP001953,22,0,0.0
766,AGAP001954,7,0,0.0
767,AGAP001955,16,0,0.0
768,AGAP001956,1,0,0.0
769,AGAP001957,2,0,0.0
770,AGAP001958,16,0,0.0
771,AGAP001959,7,0,0.0
772,AGAP001960,1,0,0.0
773,AGAP001961,6,0,0.0
774,AGAP001962,2,0,0.0
775,AGAP001963,0,0,
776,AGAP001964,1,0,0.0
777,AGAP001965,1,0,0.0
778,AGAP001966,2,0,0.0
779,AGAP001967,8,0,0.0
780,AGAP001968,0,0,
781,AGAP001969,0,0,
782,AGAP001970,0,0,
783,AGAP001971,0,0,
784,AGAP001972,0,0,
785,AGAP001973,0,0,
786,AGAP001974,2,0,0.0
787,AGAP001975,0,0,
788,AGAP001976,0,0,
789,AGAP001978,1,0,0.0
790,AGAP001979,2,0,0.0
791,AGAP001980,0,0,
792,AGAP001981,2,0,0.0
793,AGAP001982,0,0,
794,AGAP001983,0,0,
795,AGAP001984,0,0,
796,AGAP001985,1,0,0.0
797,AGAP001986,5,0,0.0
798,AGAP001987,0,0,
799,AGAP001988,0,0,
800,AGAP001989,4,0,0.0
801,AGAP001990,1,0,0.0
802,AGAP001993,0,0,
803,AGAP001994,2,0,0.0
804,AGAP001995,1,0,0.0
805,AGAP001996,1,0,0.0
806,AGAP001997,2,0,0.0
807,AGAP001998,2,0,0.0
808,AGAP001999,11,0,0.0
809,AGAP002000,6,0,0.0
810,AGAP002002,18,0,0.0
811,AGAP002003,0,0,
812,AGAP002004,3,0,0.0
813,AGAP002005,2,0,0.0
814,AGAP002006,9,0,0.0
815,AGAP002007,1,0,0.0
816,AGAP002008,1,0,0.0
817,AGAP002009,1,0,0.0
818,AGAP002010,0,0,
819,AGAP002011,0,0,
820,AGAP002012,1,0,0.0
821,AGAP002013,0,0,
822,AGAP002014,4,0,0.0
823,AGAP002015,1,0,0.0
824,AGAP002016,0,0,
825,AGAP002017,0,0,
826,AGAP002018,2,0,0.0
827,AGAP002019,0,0,
828,AGAP002020,0,0,
829,AGAP002021,1,0,0.0
830,AGAP002022,0,0,
831,AGAP002023,0,0,
832,AGAP002024,0,0,
833,AGAP002025,0,0,
834,AGAP002026,0,0,
835,AGAP002028,1,0,0.0
836,AGAP002030,0,0,
837,AGAP002031,0,0,
838,AGAP002032,2,0,0.0
839,AGAP002033,1,0,0.0
840,AGAP002035,1,0,0.0
841,AGAP002036,0,0,
842,AGAP002037,0,0,
843,AGAP002038,0,0,
844,AGAP002039,1,0,0.0
845,AGAP002040,0,0,
846,AGAP002041,0,0,
847,AGAP002043,0,0,
848,AGAP002044,0,0,
849,AGAP002045,0,0,
850,AGAP002046,0,0,
851,AGAP002047,0,0,
852,AGAP002048,0,0,
853,AGAP002049,0,0,
854,AGAP002050,0,0,
855,AGAP002051,0,0,
856,AGAP002052,1,0,0.0
857,AGAP002053,0,0,
858,AGAP002054,1,0,0.0
859,AGAP002055,0,0,
860,AGAP002056,2,0,0.0
861,AGAP002058,2,0,0.0
862,AGAP002059,0,0,
863,AGAP002060,1,0,0.0
864,AGAP002061,2,0,0.0
865,AGAP002062,0,0,
866,AGAP002063,1,0,0.0
867,AGAP002064,2,0,0.0
868,AGAP002065,0,0,
869,AGAP002066,0,0,
870,AGAP002067,0,0,
871,AGAP002068,0,0,
872,AGAP002069,1,0,0.0
873,AGAP002070,1,0,0.0
874,AGAP002071,0,0,
875,AGAP002072,0,0,
876,AGAP002073,0,0,
877,AGAP002074,0,0,
878,AGAP002075,0,0,
879,AGAP002076,0,0,
880,AGAP002077,1,0,0.0
881,AGAP002078,0,0,
882,AGAP002079,0,0,
883,AGAP002080,1,0,0.0
884,AGAP002081,0,0,
885,AGAP002082,3,0,0.0
886,AGAP002083,13,0,0.0
887,AGAP002084,5,0,0.0
888,AGAP002085,1,0,0.0
889,AGAP002086,14,0,0.0
890,AGAP002087,1,0,0.0
